id,product_title,product_image1,product_image2,product_details,product_category,product_categorylv2,product_categorylv3,product_view,product_review,product_sale,product_price,created_date,update_date,shopee_link,lazada_link,homepro_link,powerbuy_link,JD_link,product_brand,product_image3
1,เตาแก๊สตั้งโต๊ะ 2 หัวแก๊ส RINNAI RT-711TBS,https://s3-ap-southeast-1.amazonaws.com/prd-public-bucket/homepro/ART_IMAGE/00/372/37274/160x160/22122019_37274$Imagex1.jpg,https://s3-ap-southeast-1.amazonaws.com/prd-public-bucket/homepro/ART_IMAGE/00/372/37274/447x447/22122019_37274$Imagex1.jpg,หัวเตา : หัวเตาเหล็กหล่อ และ ฝาเฟืองทองเหลือง,เครื่องใช้ไฟฟ้าในครัว,เครื่องใช้ไฟฟ้าในครัว,เครื่องใช้ไฟฟ้าในครัว,0,0,0,3990,2021-11-16 04:15:12.301662,2021-11-16 04:15:12.301662,https://shopee.co.th/search?keyword=%E0%B9%80%E0%B8%95%E0%B8%B2%E0%B9%81%E0%B8%81%E0%B9%8A%E0%B8%AA%E0%B8%95%E0%B8%B1%E0%B9%89%E0%B8%87%E0%B9%82%E0%B8%95%E0%B9%8A%E0%B8%B0%202%20%E0%B8%AB%E0%B8%B1%E0%B8%A7%E0%B9%81%E0%B8%81%E0%B9%8A%E0%B8%AA%20rinnai%20rt-711tbs,https://www.lazada.co.th/catalog/?q=%E0%B9%80%E0%B8%95%E0%B8%B2%E0%B9%81%E0%B8%81%E0%B9%8A%E0%B8%AA%E0%B8%95%E0%B8%B1%E0%B9%89%E0%B8%87%E0%B9%82%E0%B8%95%E0%B9%8A%E0%B8%B0+2+%E0%B8%AB%E0%B8%B1%E0%B8%A7%E0%B9%81%E0%B8%81%E0%B9%8A%E0%B8%AA+rinnai+rt-711tbs&_keyori=ss&from=input&spm=a2o4m.home.search.go.1125719c3RAgM7,https://www.homepro.co.th/p/37274,-,-,,ใส่ลิงค์ภาพ2
